EV ID,Time of Arrival,Time of Departure,Initial SOC,Desired SOC,Duration of Stay,Maximum Battery Capacity
V290,19:32,60:30,24,80,40:58,40
V291,15:05,56:00,22,80,40:55,88
V292,18:49,52:40,49,80,33:51,66
V293,00:00,35:48,52,80,35:48,91
V294,00:00,32:43,35,80,32:43,93
V295,00:00,33:54,48,80,33:54,58
V296,00:00,41:20,20,80,41:20,83
V297,00:00,31:24,33,80,31:24,91
V298,00:00,33:18,57,80,33:18,97
V299,00:00,24:42,47,80,24:42,42
V300,00:00,33:06,41,80,33:06,45
V301,00:00,37:30,48,80,37:30,85
V302,00:00,28:15,32,80,28:15,86
V303,00:00,33:19,17,80,33:19,72
V304,00:00,34:54,46,80,34:54,96
V305,00:00,41:16,23,80,41:16,82
V306,00:00,36:25,55,80,36:25,93
V307,17:41,35:34,11,80,17:53,63
V308,20:58,81:04,57,80,60:06,63
V309,17:46,21:24,44,80,03:38,88
V310,17:52,144:50,36,80,126:58,64
V311,18:24,67:44,34,80,49:20,83
V312,18:13,71:03,60,80,52:50,84
V313,19:05,26:41,14,80,07:36,94
V314,18:41,99:35,51,80,80:54,99
V315,18:55,77:09,52,80,58:14,47
V316,17:53,45:30,34,80,27:37,93
V317,20:35,40:42,32,80,20:07,62
V318,16:02,114:51,11,80,98:49,91
V319,23:24,70:07,48,80,46:43,73
V320,18:57,23:09,41,80,04:12,96
V321,17:29,68:12,58,80,50:43,58
V322,17:32,83:43,17,80,66:11,60
V323,20:57,66:54,46,80,45:57,74
V324,14:45,31:20,11,80,16:35,49
V325,20:07,81:08,38,80,61:01,79
V326,15:53,48:29,51,80,32:36,63
V327,19:19,90:20,15,80,71:01,80
V328,16:26,48:06,32,80,31:40,46
V329,23:52,69:04,27,80,45:12,50
V330,18:28,72:12,27,80,53:44,71
V331,18:29,87:40,52,80,69:11,77
V332,18:06,66:35,42,80,48:29,56
V333,22:05,47:49,54,80,25:44,74
V334,00:00,04:03,33,80,04:03,79
V335,00:00,09:46,33,80,09:46,79
V336,00:00,48:01,16,80,48:01,69
V337,00:00,31:54,11,80,31:54,62
V338,00:00,06:44,55,80,06:44,60
V339,00:00,03:45,24,80,03:45,63
V340,00:00,33:43,44,80,33:43,52
V341,00:00,05:27,53,80,05:27,44
V342,00:00,47:53,18,80,47:53,49
V343,00:00,32:03,32,80,32:03,96
V344,00:00,42:49,56,80,42:49,72
V345,18:25,38:39,53,80,20:14,55
V346,15:12,75:01,32,80,59:49,40
V347,18:23,40:57,46,80,22:34,43
V348,18:29,58:52,55,80,40:23,71
V349,19:34,37:09,19,80,17:35,86
V350,19:17,100:44,58,80,81:27,87
V351,18:07,78:58,39,80,60:51,82
V352,18:21,50:02,37,80,31:41,42
V353,13:21,34:17,56,80,20:56,60
V354,14:16,23:34,23,80,09:18,81
V355,14:28,155:58,57,80,141:30,61
V356,16:09,37:36,59,80,21:27,66
V357,21:51,33:56,10,80,12:05,51
V358,20:29,25:17,16,80,04:48,58
V359,15:20,34:26,12,80,19:06,96
V360,15:52,56:19,40,80,40:27,98
V361,17:55,57:42,28,80,39:47,39
V362,18:00,79:16,49,80,61:16,68
V363,20:23,69:53,53,80,49:30,96
V364,15:48,30:38,52,80,14:50,54
V365,18:07,58:07,60,80,40:00,63
V366,17:19,77:10,26,80,59:51,88
V367,19:52,124:43,27,80,104:51,39
V368,18:19,34:02,21,80,15:43,47
V369,19:05,23:20,58,80,04:15,65
V370,15:38,44:17,31,80,28:39,56
V371,15:37,60:24,32,80,44:47,75
V372,17:14,50:52,50,80,33:38,87
V373,14:52,30:37,13,80,15:45,57
V374,21:23,55:10,20,80,33:47,64
V375,20:17,37:20,10,80,17:03,50
V376,14:30,42:47,31,80,28:17,94
V377,16:09,34:17,43,80,18:08,74
V378,17:37,70:57,33,80,53:20,54
V379,15:24,61:44,39,80,46:20,42
V380,16:05,24:15,41,80,08:10,47
V381,16:42,45:11,38,80,28:29,48
V382,00:00,03:43,35,80,03:43,75
V383,00:00,28:32,57,80,28:32,74
V384,00:00,34:24,31,80,34:24,76
V385,00:00,50:38,43,80,50:38,75
V386,00:00,98:38,55,80,98:38,83
V387,00:00,35:47,51,80,35:47,61
V388,00:00,07:17,24,80,07:17,57
V389,00:00,60:04,22,80,60:04,49
V390,00:00,31:35,46,80,31:35,55
V391,00:00,12:16,28,80,12:16,90
V392,00:00,02:33,39,80,02:33,44
V393,00:00,51:02,32,80,51:02,72
V394,00:00,77:31,33,80,77:31,54
V395,00:00,57:39,22,80,57:39,72
V396,00:00,30:49,58,80,30:49,56
V397,16:56,30:39,19,80,13:43,55
V398,17:20,20:07,49,80,02:47,76
V399,17:43,24:22,28,80,06:39,88
V400,17:51,31:17,40,80,13:26,40
V401,17:27,29:38,46,80,12:11,84
V402,20:02,34:12,46,80,14:10,82
V403,21:16,35:58,53,80,14:42,60
V404,17:19,27:42,51,80,10:23,84
V405,20:49,38:56,31,80,18:07,72
V406,17:20,31:32,31,80,14:12,71
V407,19:53,36:37,26,80,16:44,56
V408,14:23,26:36,42,80,12:13,67
V409,15:09,24:03,53,80,08:54,59
V410,18:18,29:58,22,80,11:40,48
V411,16:57,30:18,41,80,13:21,90
V412,18:32,37:18,32,80,18:46,91
V413,21:52,36:02,38,80,14:10,82
V414,13:36,28:04,43,80,14:28,45
V415,19:18,35:23,32,80,16:05,57
V416,19:13,37:35,13,80,18:22,60
V417,18:12,36:25,27,80,18:13,62
V418,16:30,34:29,24,80,17:59,97
V419,23:51,39:38,11,80,15:47,61
V420,19:00,32:54,55,80,13:54,75
V421,15:40,27:43,33,80,12:03,68
V422,17:27,23:14,51,80,05:47,64
V423,16:15,27:34,10,80,11:19,45
V424,18:40,32:03,52,80,13:23,56
V425,19:16,32:49,57,80,13:33,100
V426,23:27,34:29,52,80,11:02,62
V427,22:31,34:04,50,80,11:33,75
V428,22:31,37:01,31,80,14:30,70
V429,18:46,30:30,51,80,11:44,52
V430,14:54,24:09,22,80,09:15,53
V431,16:46,26:40,46,80,09:54,43
V432,21:09,35:10,19,80,14:01,45
V433,14:33,27:00,54,80,12:27,51
V434,00:00,13:31,12,80,13:31,50
V435,00:57,09:08,24,80,08:11,42
V436,00:00,06:59,12,80,06:59,41
V437,00:00,01:57,36,80,01:57,40
V438,01:36,13:26,52,80,11:50,39
V439,00:00,07:42,51,80,07:42,39
V440,00:00,09:41,53,80,09:41,92
V441,00:30,15:06,17,80,14:36,56
V442,00:00,06:28,48,80,06:28,49
V443,00:00,15:58,18,80,15:58,40
V444,00:00,08:47,53,80,08:47,39
V445,00:00,10:47,51,80,10:47,47
V446,00:00,09:13,16,80,09:13,46
V447,00:00,06:06,55,80,06:06,56
V448,00:00,09:47,41,80,09:47,71
V449,14:09,28:08,43,80,13:59,78
V450,16:06,44:06,57,80,28:00,42
V451,14:48,28:49,56,80,14:01,54
V452,16:33,30:31,20,80,13:58,66
V453,19:58,47:58,45,80,28:00,86
V454,20:28,48:27,53,80,27:59,77
V455,20:20,34:20,17,80,14:00,97
V456,15:39,29:39,43,80,14:00,67
V457,15:01,29:00,55,80,13:59,73
V458,22:29,36:28,24,80,13:59,95
V459,16:04,44:03,48,80,27:59,75
V460,18:06,46:05,44,80,27:59,39
V461,16:58,30:57,52,80,13:59,93
V462,18:26,32:24,49,80,13:58,44
V463,15:51,29:51,14,80,14:00,46
V464,21:39,35:39,47,80,14:00,55
V465,19:08,33:09,56,80,14:01,80
V466,16:41,44:40,59,80,27:59,53
V467,15:40,29:37,30,80,13:57,83
V468,22:38,50:37,59,80,27:59,58
V469,17:41,45:40,22,80,27:59,63
V470,20:16,48:14,51,80,27:58,46
V471,22:10,36:09,53,80,13:59,41
V472,15:14,29:11,31,80,13:57,68
V473,21:10,49:11,10,80,28:01,77
V474,21:53,35:52,57,80,13:59,90
V475,21:06,49:05,44,80,27:59,65
V476,20:40,34:39,55,80,13:59,83
V477,17:29,31:28,37,80,13:59,66
V478,17:27,45:27,53,80,28:00,74
V479,20:19,34:17,37,80,13:58,48
V480,22:30,50:29,35,80,27:59,51
V481,21:59,49:57,34,80,27:58,44
V482,15:03,43:02,44,80,27:59,51
V483,23:56,51:55,53,80,27:59,81
V484,20:13,48:14,33,80,28:01,99
V485,00:00,19:42,20,80,19:42,80
V486,00:00,22:28,26,80,22:28,43
V487,00:00,08:58,21,80,08:58,64
V488,01:50,15:51,59,80,14:01,99
V489,03:16,17:15,47,80,13:59,81
V490,00:00,19:06,19,80,19:06,75
V491,04:16,18:16,40,80,14:00,86
V492,00:00,17:56,21,80,17:56,43
V493,00:00,11:44,32,80,11:44,49
V494,00:05,28:05,13,80,28:00,49
V495,00:00,24:41,15,80,24:41,96
V496,00:00,21:14,43,80,21:14,55
