EV ID,Time of Arrival,Time of Departure,Initial SOC,Desired SOC,Duration of Stay,Maximum Battery Capacity
V257,15:40,30:44,36,80,15:04,41
V258,10:38,12:24,43,80,01:46,42
V259,16:16,24:22,38,80,08:06,68
V260,11:14,15:33,41,80,04:19,97
V261,16:19,21:13,37,80,04:54,97
V262,16:17,31:48,43,80,15:31,53
V263,23:29,25:36,49,80,02:07,57
V264,11:04,21:49,19,80,10:45,57
V265,05:59,11:51,29,80,05:52,42
V266,13:44,26:36,26,80,12:52,48
V267,08:51,13:50,20,80,04:59,43
V268,12:19,18:37,52,80,06:18,43
V269,14:26,25:11,39,80,10:45,41
V270,15:36,19:28,37,80,03:52,50
V271,15:26,17:30,37,80,02:04,43
V272,15:25,20:32,41,80,05:07,100
V273,13:19,15:52,45,80,02:33,63
V274,17:31,37:23,21,80,19:52,71
V275,08:20,12:48,44,80,04:28,70
V276,08:17,11:38,47,80,03:21,87
V277,17:01,22:05,34,80,05:04,64
V278,08:17,13:59,22,80,05:42,93
V279,20:17,26:04,14,80,05:47,51
V280,13:28,23:53,13,80,10:25,74
V281,09:31,17:05,48,80,07:34,70
V282,12:36,32:01,21,80,19:25,81
V283,10:36,22:25,48,80,11:49,47
V284,15:38,20:13,28,80,04:35,82
V285,16:07,21:45,17,80,05:38,85
V286,16:19,31:15,52,80,14:56,79
V287,17:03,26:59,19,80,09:56,93
V288,16:13,26:53,56,80,10:40,79
V289,21:34,34:09,35,80,12:35,69
V290,18:21,30:06,39,80,11:45,95
V291,16:47,28:34,13,80,11:47,94
V292,16:52,32:30,15,80,15:38,43
V293,18:41,31:29,18,80,12:48,63
V294,17:41,29:24,54,80,11:43,81
V295,19:45,32:57,32,80,13:12,41
V296,19:28,29:58,43,80,10:30,42
V297,19:46,35:22,55,80,15:36,49
V298,19:24,32:33,16,80,13:09,85
V299,19:16,33:28,25,80,14:12,78
V300,21:18,33:50,12,80,12:32,67
V301,17:51,30:08,32,80,12:17,57
V302,18:42,29:14,41,80,10:32,74
V303,19:53,34:07,51,80,14:14,92
V304,18:38,31:38,22,80,13:00,52
V305,19:11,32:54,36,80,13:43,40
V306,16:59,32:47,33,80,15:48,44
V307,19:07,30:05,12,80,10:58,58
V308,17:41,29:06,52,80,11:25,57
V309,17:41,30:01,29,80,12:20,68
V310,18:10,31:52,18,80,13:42,46
V311,17:49,30:43,44,80,12:54,49
V312,17:48,31:57,12,80,14:09,77
V313,16:32,28:51,30,80,12:19,86
V314,18:34,31:20,40,80,12:46,72
V315,20:31,30:09,60,80,09:38,100
V316,19:10,31:23,46,80,12:13,44
V317,21:43,34:37,48,80,12:54,75
V318,17:29,34:10,19,80,16:41,90
V319,18:41,33:42,41,80,15:01,55
V320,20:24,35:37,17,80,15:13,75
V321,20:14,36:34,31,80,16:20,44
V322,17:28,30:55,50,80,13:27,42
V323,17:00,31:13,60,80,14:13,71
V324,19:24,31:44,43,80,12:20,88
V325,17:19,30:00,49,80,12:41,80
V326,16:40,28:15,59,80,11:35,67
V327,16:34,31:15,54,80,14:41,54
V328,18:25,29:20,26,80,10:55,80
V329,18:19,29:11,37,80,10:52,44
V330,17:45,29:36,11,80,11:51,50
V331,19:58,31:39,36,80,11:41,63
V332,19:04,32:35,23,80,13:31,98
V333,17:57,35:11,23,80,17:14,70
V334,17:58,27:08,37,80,09:10,64
V335,17:13,29:11,57,80,11:58,65
V336,16:29,27:12,14,80,10:43,66
V337,16:46,28:03,12,80,11:17,96
V338,17:44,33:43,19,80,15:59,100
V339,19:56,28:32,51,80,08:36,63
V340,20:45,32:33,44,80,11:48,73
V341,15:45,26:36,52,80,10:51,87
V342,20:16,31:35,59,80,11:19,95
V343,17:19,32:38,34,80,15:19,54
V344,16:03,31:53,39,80,15:50,50
V345,17:56,33:31,23,80,15:35,70
V346,15:56,28:17,34,80,12:21,94
V347,00:00,04:43,51,80,04:43,48
V348,00:00,04:07,54,80,04:07,96
V349,00:00,06:33,17,80,06:33,91
V350,00:00,06:27,16,80,06:27,63
V351,00:00,15:41,11,80,15:41,62
V352,00:00,11:11,56,80,11:11,39
V353,00:00,11:02,42,80,11:02,83
V354,00:00,03:43,55,80,03:43,56
V355,00:00,11:02,53,80,11:02,62
V356,00:00,05:33,25,80,05:33,66
V357,00:00,09:04,23,80,09:04,74
V358,00:00,05:07,40,80,05:07,85
V359,00:00,10:09,18,80,10:09,88
V360,00:00,06:17,59,80,06:17,45
V361,00:00,11:27,10,80,11:27,55
V362,00:00,05:46,55,80,05:46,61
V363,00:00,08:18,54,80,08:18,62
V364,15:37,58:32,32,80,42:55,98
V365,17:40,60:45,26,80,43:05,84
V366,18:50,56:59,22,80,38:09,61
V367,19:27,63:39,42,80,44:12,89
V368,16:18,55:15,16,80,38:57,92
V369,20:51,63:07,22,80,42:16,64
V370,15:54,57:05,44,80,41:11,62
V371,20:51,56:46,38,80,35:55,75
V372,21:41,55:18,35,80,33:37,74
V373,18:04,59:09,27,80,41:05,95
V374,18:08,57:18,57,80,39:10,52
V375,19:42,65:18,53,80,45:36,56
V376,18:23,60:49,24,80,42:26,73
V377,19:51,64:37,11,80,44:46,64
V378,21:10,62:10,26,80,41:00,85
V379,15:09,55:28,20,80,40:19,44
V380,14:17,47:09,41,80,32:52,50
V381,13:24,53:29,25,80,40:05,44
V382,16:40,55:05,10,80,38:25,73
V383,17:49,55:16,34,80,37:27,60
V384,18:18,48:37,25,80,30:19,89
V385,18:42,59:10,22,80,40:28,78
V386,21:16,58:54,18,80,37:38,78
V387,16:28,57:16,54,80,40:48,64
V388,17:33,59:38,57,80,42:05,75
V389,00:00,40:50,60,80,40:50,59
V390,00:00,30:55,23,80,30:55,42
V391,00:00,37:58,16,80,37:58,99
V392,00:00,40:14,54,80,40:14,78
V393,00:00,24:18,40,80,24:18,66
V394,00:00,35:49,49,80,35:49,77
V395,00:00,36:47,53,80,36:47,66
V396,00:00,35:12,55,80,35:12,76
V397,16:25,48:07,36,80,31:42,66
V398,15:10,155:19,51,80,140:09,100
V399,16:52,88:38,29,80,71:46,46
V400,16:03,65:19,50,80,49:16,44
V401,22:41,53:29,42,80,30:48,88
V402,14:18,38:19,19,80,24:01,61
V403,17:02,92:57,60,80,75:55,48
V404,17:28,37:38,60,80,20:10,77
V405,16:52,26:02,58,80,09:10,77
V406,20:37,48:04,57,80,27:27,93
V407,18:05,36:21,24,80,18:16,89
V408,20:31,46:45,47,80,26:14,73
V409,16:09,34:54,13,80,18:45,78
V410,16:03,46:25,59,80,30:22,92
V411,17:36,42:26,60,80,24:50,45
V412,20:53,91:18,14,80,70:25,39
V413,19:21,50:50,39,80,31:29,90
V414,20:01,117:02,15,80,97:01,95
V415,17:41,38:56,52,80,21:15,75
V416,16:18,75:28,14,80,59:10,75
V417,18:35,44:45,41,80,26:10,70
V418,16:41,32:10,45,80,15:29,60
V419,18:24,39:35,48,80,21:11,90
V420,15:35,22:05,38,80,06:30,58
V421,20:27,29:50,37,80,09:23,76
V422,17:27,23:28,53,80,06:01,49
V423,16:18,44:02,10,80,27:44,85
V424,16:04,19:36,27,80,03:32,62
V425,16:26,73:54,54,80,57:28,59
V426,16:11,90:52,12,80,74:41,80
V427,19:12,30:20,46,80,11:08,94
V428,17:33,26:16,38,80,08:43,40
V429,16:56,32:50,22,80,15:54,92
V430,15:07,99:11,13,80,84:04,57
V431,00:00,07:06,47,80,07:06,54
V432,00:00,140:51,17,80,140:51,51
V433,00:00,47:41,27,80,47:41,65
V434,00:00,39:11,52,80,39:11,75
V435,00:00,70:10,21,80,70:10,92
V436,00:00,57:58,25,80,57:58,59
V437,00:00,35:35,26,80,35:35,62
V438,00:00,43:16,19,80,43:16,73
V439,00:00,157:15,33,80,157:15,57
V440,00:00,15:28,60,80,15:28,82
V441,00:00,72:47,27,80,72:47,93
V442,00:00,27:43,50,80,27:43,43
V443,00:00,14:33,55,80,14:33,43
V444,00:00,18:10,47,80,18:10,47
V445,20:38,49:00,45,80,28:22,87
V446,17:41,35:04,60,80,17:23,78
V447,16:41,29:33,60,80,12:52,72
V448,16:19,66:49,33,80,50:30,69
V449,19:38,50:32,19,80,30:54,41
V450,15:12,46:39,45,80,31:27,96
V451,17:31,63:03,54,80,45:32,53
V452,19:16,45:15,27,80,25:59,99
V453,19:13,58:27,45,80,39:14,97
V454,17:15,85:53,27,80,68:38,83
V455,23:29,99:47,53,80,76:18,63
V456,17:43,65:36,30,80,47:53,41
V457,16:52,39:45,35,80,22:53,60
V458,17:49,83:28,39,80,65:39,50
V459,19:19,78:09,13,80,58:50,89
V460,17:36,43:11,40,80,25:35,74
V461,22:13,44:53,56,80,22:40,83
V462,15:55,66:21,41,80,50:26,99
V463,23:10,47:02,10,80,23:52,62
V464,16:31,40:23,44,80,23:52,81
V465,18:42,58:31,21,80,39:49,99
V466,16:23,49:42,24,80,33:19,45
V467,20:12,106:58,57,80,86:46,49
V468,23:57,91:14,38,80,67:17,67
V469,18:44,43:52,52,80,25:08,93
V470,19:07,24:18,53,80,05:11,76
V471,16:40,66:51,32,80,50:11,61
V472,21:07,44:01,32,80,22:54,61
V473,19:21,98:59,41,80,79:38,41
V474,17:07,46:42,33,80,29:35,58
V475,01:57,98:00,38,80,96:03,79
V476,00:00,26:14,14,80,26:14,68
V477,00:00,21:11,54,80,21:11,77
V478,00:00,63:06,45,80,63:06,66
V479,00:00,16:39,13,80,16:39,99
V480,00:00,08:28,58,80,08:28,59
V481,00:00,31:19,38,80,31:19,58
V482,00:00,50:38,27,80,50:38,81
V483,00:00,33:19,42,80,33:19,88
V484,18:32,31:16,26,80,12:44,41
V485,20:41,37:17,60,80,16:36,91
V486,16:22,30:09,55,80,13:47,73
V487,14:55,23:48,31,80,08:53,45
V488,18:22,34:44,11,80,16:22,62
V489,17:03,34:51,55,80,17:48,100
V490,19:48,28:53,15,80,09:05,96
V491,15:08,35:21,41,80,20:13,56
V492,20:36,35:28,54,80,14:52,98
V493,16:04,25:44,13,80,09:40,51
V494,15:00,29:46,24,80,14:46,74
V495,22:29,38:42,13,80,16:13,62
V496,15:36,30:42,27,80,15:06,55
V497,18:23,27:10,35,80,08:47,47
V498,14:18,23:58,29,80,09:40,64
V499,15:15,30:17,20,80,15:02,84
V500,18:19,29:49,31,80,11:30,65
V501,17:22,35:59,41,80,18:37,87
V502,20:29,39:26,39,80,18:57,77
V503,14:10,23:33,22,80,09:23,100
V504,18:04,33:01,20,80,14:57,44
V505,19:30,32:25,39,80,12:55,91
V506,16:34,33:44,53,80,17:10,100
V507,20:09,33:05,36,80,12:56,86
V508,17:28,38:47,31,80,21:19,94
V509,18:10,34:55,42,80,16:45,94
V510,17:42,29:19,24,80,11:37,99
V511,21:22,34:29,15,80,13:07,48
V512,17:43,25:43,54,80,08:00,44
V513,16:58,27:24,35,80,10:26,53
V514,00:00,03:58,43,80,03:58,93
V515,00:00,04:03,27,80,04:03,39
V516,00:00,06:24,11,80,06:24,57
V517,00:00,11:37,54,80,11:37,56
V518,00:00,11:21,54,80,11:21,87
V519,00:00,04:18,38,80,04:18,91
V520,00:00,14:17,53,80,14:17,73
V521,00:00,19:24,37,80,19:24,83
V522,00:00,06:09,37,80,06:09,90
V523,15:58,29:57,23,80,13:59,99
V524,21:00,48:59,15,80,27:59,100
V525,20:34,34:35,32,80,14:01,82
V526,17:22,31:20,48,80,13:58,44
V527,15:56,29:56,13,80,14:00,82
V528,15:52,43:51,51,80,27:59,52
V529,14:53,28:54,56,80,14:01,89
V530,15:40,29:38,24,80,13:58,59
V531,18:02,32:01,15,80,13:59,79
V532,15:48,43:45,43,80,27:57,40
V533,15:38,43:37,35,80,27:59,82
V534,21:52,35:50,14,80,13:58,64
V535,16:42,44:43,30,80,28:01,89
V536,19:40,47:41,38,80,28:01,92
V537,18:32,32:33,41,80,14:01,43
V538,20:29,34:28,41,80,13:59,68
V539,19:58,33:59,38,80,14:01,95
V540,20:40,48:40,22,80,28:00,48
V541,18:27,46:26,33,80,27:59,97
V542,15:53,29:51,28,80,13:58,47
V543,15:37,29:36,57,80,13:59,54
V544,18:12,32:10,58,80,13:58,83
V545,18:16,32:15,22,80,13:59,64
V546,14:04,28:03,31,80,13:59,64
V547,18:08,32:09,50,80,14:01,81
V548,16:57,44:56,18,80,27:59,65
V549,18:39,46:39,60,80,28:00,61
V550,19:30,33:31,27,80,14:01,54
V551,21:38,49:38,41,80,28:00,50
V552,14:27,42:26,17,80,27:59,47
V553,18:30,32:30,40,80,14:00,59
V554,16:13,44:13,29,80,28:00,80
V555,16:01,44:02,56,80,28:01,77
V556,20:18,34:16,41,80,13:58,72
V557,00:00,25:38,13,80,25:38,94
V558,00:00,24:14,46,80,24:14,69
V559,00:00,22:34,33,80,22:34,87
V560,00:00,23:10,41,80,23:10,97
V561,00:00,10:55,58,80,10:55,74
V562,00:00,05:51,15,80,05:51,86
V563,00:00,23:41,45,80,23:41,96
V564,00:00,23:15,32,80,23:15,100
V565,00:00,24:55,14,80,24:55,85
V566,00:00,07:22,15,80,07:22,43
V567,00:00,24:49,13,80,24:49,70
V568,00:00,22:52,12,80,22:52,46
