EV ID,Time of Arrival,Time of Departure,Initial SOC,Desired SOC,Duration of Stay,Maximum Battery Capacity
V54,19:47,24:11,57,80,04:24,75
V55,10:59,15:56,25,80,04:57,84
V56,18:25,28:06,53,80,09:41,86
V57,14:52,17:40,37,80,02:48,41
V58,21:45,27:50,15,80,06:05,90
V59,11:39,21:32,14,80,09:53,53
V60,13:16,19:14,33,80,05:58,52
V61,12:34,18:52,24,80,06:18,64
V62,13:26,17:34,35,80,04:08,58
V63,18:18,21:06,57,80,02:48,43
V64,16:21,23:18,34,80,06:57,94
V65,18:29,23:27,53,80,04:58,75
V66,16:34,18:19,48,80,01:45,46
V67,12:10,15:39,33,80,03:29,68
V68,13:12,15:50,33,80,02:38,51
V69,17:01,20:37,55,80,03:36,48
V70,16:43,20:29,17,80,03:46,57
V71,14:40,19:11,22,80,04:31,50
V72,13:52,25:06,60,80,11:14,85
V73,16:19,24:16,50,80,07:57,76
V74,16:30,30:20,30,80,13:50,43
V75,13:26,23:39,40,80,10:13,43
V76,10:46,14:51,45,80,04:05,100
V77,12:00,19:59,29,80,07:59,58
V78,17:23,20:04,47,80,02:41,70
V79,14:58,18:25,27,80,03:27,61
V80,11:51,18:00,47,80,06:09,92
V81,13:08,15:19,40,80,02:11,49
V82,14:00,22:40,47,80,08:40,64
V83,06:55,10:58,13,80,04:03,58
V84,13:08,16:20,59,80,03:12,93
V85,15:00,21:01,39,80,06:01,84
V86,12:02,18:27,21,80,06:25,95
V87,11:52,16:10,41,80,04:18,97
V88,18:26,23:20,38,80,04:54,90
V89,14:53,18:42,36,80,03:49,79
V90,15:28,19:22,22,80,03:54,64
V91,15:50,19:25,48,80,03:35,94
V92,18:37,22:42,58,80,04:05,71
V93,02:41,07:59,56,80,05:18,41
V94,14:32,17:07,47,80,02:35,53
V95,18:54,30:51,23,80,11:57,56
V96,22:03,29:37,51,80,07:34,41
V97,05:16,07:42,59,80,02:26,44
V98,18:01,19:42,46,80,01:41,43
V99,04:37,08:31,19,80,03:54,61
V100,14:34,18:35,37,80,04:01,84
V101,14:40,26:22,14,80,11:42,50
V102,09:40,14:59,51,80,05:19,63
V103,19:31,23:16,58,80,03:45,63
V104,01:46,07:17,54,80,05:31,56
V105,20:24,25:27,25,80,05:03,86
V106,05:07,09:49,36,80,04:42,61
V107,14:06,17:57,43,80,03:51,92
V108,10:33,12:20,46,80,01:47,45
V109,13:07,18:42,16,80,05:35,83
V110,04:53,08:19,59,80,03:26,90
V111,07:39,11:05,40,80,03:26,77
V112,03:57,09:48,48,80,05:51,76
V113,16:44,21:34,59,80,04:50,58
V114,04:45,12:17,12,80,07:32,68
V115,04:12,06:41,47,80,02:29,65
V116,09:57,12:53,36,80,02:56,47
V117,13:52,27:17,54,80,13:25,57
V118,23:56,34:49,39,80,10:53,53
V119,00:41,10:03,24,80,09:22,89
V120,06:27,09:35,43,80,03:08,61
V121,00:23,10:36,35,80,10:13,45
V122,20:58,27:32,12,80,06:34,50
V123,20:11,24:04,23,80,03:53,44
V124,20:25,23:25,50,80,03:00,55
V125,13:47,31:32,39,80,17:45,64
V126,16:56,23:17,59,80,06:21,81
V127,09:32,12:33,60,80,03:01,92
V128,07:25,16:50,45,80,09:25,69
V129,11:30,19:03,37,80,07:33,89
V130,10:54,16:26,38,80,05:32,41
V131,16:04,21:01,18,80,04:57,52
V132,07:31,17:12,36,80,09:41,82
V133,11:59,14:47,45,80,02:48,69
V134,16:30,20:45,59,80,04:15,76
V135,16:41,27:29,40,80,10:48,50
V136,13:25,15:16,48,80,01:51,49
V137,08:47,13:33,43,80,04:46,49
V138,14:47,24:33,49,80,09:46,71
V139,14:31,25:27,23,80,10:56,82
V140,11:55,16:59,60,80,05:04,83
V141,18:42,27:51,30,80,09:09,61
V142,15:45,22:10,30,80,06:25,80
V143,21:18,25:09,47,80,03:51,100
V144,07:47,33:05,16,80,25:18,56
V145,15:50,29:55,34,80,14:05,46
V146,16:49,22:14,40,80,05:25,68
V147,12:02,15:38,37,80,03:36,76
V148,14:18,20:12,21,80,05:54,48
V149,19:26,40:34,14,80,21:08,84
V150,15:34,23:43,35,80,08:09,44
V151,14:18,18:08,47,80,03:50,100
V152,11:15,16:54,52,80,05:39,76
V153,20:05,31:28,17,80,11:23,96
V154,17:43,31:59,56,80,14:16,68
V155,20:02,33:45,11,80,13:43,65
V156,00:00,06:00,25,80,06:00,88
V157,17:23,52:39,34,80,35:16,99
V158,16:28,52:17,29,80,35:49,97
V159,17:22,60:40,23,80,43:18,87
V160,22:32,61:48,11,80,39:16,50
V161,18:34,61:30,51,80,42:56,73
V162,17:46,59:13,59,80,41:27,56
V163,15:13,57:29,17,80,42:16,80
V164,15:36,59:21,53,80,43:45,61
V165,21:01,65:32,50,80,44:31,53
V166,16:21,53:49,12,80,37:28,78
V167,20:07,59:26,50,80,39:19,75
V168,19:18,68:41,34,80,49:23,42
V169,18:27,56:54,18,80,38:27,68
V170,16:10,61:00,36,80,44:50,43
V171,17:23,62:23,58,80,45:00,95
V172,18:56,66:26,18,80,47:30,56
V173,20:05,62:39,23,80,42:34,52
V174,18:37,58:39,24,80,40:02,96
V175,16:47,62:25,27,80,45:38,80
V176,14:44,58:12,22,80,43:28,89
V177,17:19,58:20,57,80,41:01,92
V178,17:50,55:59,16,80,38:09,71
V179,16:47,59:47,41,80,43:00,76
V180,20:19,65:09,36,80,44:50,78
V181,20:22,65:02,29,80,44:40,62
V182,00:00,33:11,25,80,33:11,80
V183,00:00,35:50,27,80,35:50,56
V184,00:00,38:29,46,80,38:29,95
V185,00:00,37:55,20,80,37:55,51
V186,00:00,34:22,45,80,34:22,69
V187,00:00,37:51,55,80,37:51,86
V188,00:00,33:16,33,80,33:16,75
V189,00:00,42:25,22,80,42:25,76
V190,00:00,30:04,11,80,30:04,72
V191,00:00,31:06,12,80,31:06,41
V192,00:00,29:56,26,80,29:56,70
V193,00:00,33:19,31,80,33:19,84
V194,00:00,35:02,51,80,35:02,96
V195,00:00,28:30,40,80,28:30,57
V196,00:00,43:36,18,80,43:36,77
V197,00:00,28:43,37,80,28:43,83
V198,00:00,30:04,47,80,30:04,65
V199,00:00,30:12,24,80,30:12,82
V200,00:00,29:20,19,80,29:20,73
V201,00:00,30:16,41,80,30:16,84
V202,00:00,32:30,25,80,32:30,93
V203,00:00,40:01,34,80,40:01,86
V204,00:00,31:59,38,80,31:59,86
V205,00:00,33:28,43,80,33:28,89
V206,00:00,30:10,36,80,30:10,74
V207,17:17,48:33,20,80,31:16,52
V208,22:34,69:36,12,80,47:02,77
V209,16:56,53:36,51,80,36:40,53
V210,17:39,76:58,30,80,59:19,45
V211,16:42,21:26,44,80,04:44,45
V212,18:17,41:51,51,80,23:34,52
V213,16:57,20:03,27,80,03:06,55
V214,16:55,48:04,32,80,31:09,92
V215,19:01,38:02,24,80,19:01,57
V216,20:51,40:27,27,80,19:36,57
V217,18:16,78:37,34,80,60:21,46
V218,15:44,72:36,49,80,56:52,53
V219,15:32,44:51,30,80,29:19,88
V220,17:19,114:07,43,80,96:48,56
V221,16:36,41:16,59,80,24:40,80
V222,18:44,51:49,40,80,33:05,44
V223,17:42,62:32,46,80,44:50,50
V224,21:19,75:36,51,80,54:17,51
V225,17:00,156:49,32,80,139:49,75
V226,17:41,116:29,40,80,98:48,55
V227,15:14,129:20,16,80,114:06,43
V228,20:46,31:27,43,80,10:41,76
V229,15:52,84:19,42,80,68:27,92
V230,23:57,42:51,19,80,18:54,100
V231,18:11,101:14,58,80,83:03,40
V232,18:46,24:14,34,80,05:28,76
V233,18:45,42:01,20,80,23:16,54
V234,21:12,26:04,38,80,04:52,80
V235,21:49,122:27,36,80,100:38,72
V236,16:15,41:30,34,80,25:15,44
V237,18:14,187:56,47,80,169:42,74
V238,17:04,47:34,34,80,30:30,61
V239,22:00,164:25,23,80,142:25,89
V240,17:33,78:49,10,80,61:16,77
V241,16:19,69:38,44,80,53:19,60
V242,17:19,59:55,20,80,42:36,90
V243,17:07,51:59,13,80,34:52,96
V244,17:51,23:55,46,80,06:04,53
V245,16:25,26:26,13,80,10:01,93
V246,15:42,95:35,17,80,79:53,84
V247,20:22,61:42,10,80,41:20,98
V248,20:36,29:01,29,80,08:25,48
V249,00:00,40:02,22,80,40:02,80
V250,00:00,60:50,46,80,60:50,84
V251,00:00,04:01,50,80,04:01,95
V252,00:00,61:41,27,80,61:41,93
V253,00:00,07:34,32,80,07:34,88
V254,00:00,22:56,30,80,22:56,84
V255,00:00,64:13,46,80,64:13,56
V256,00:00,47:25,33,80,47:25,71
V257,00:00,09:38,16,80,09:38,46
V258,16:09,53:12,51,80,37:03,66
V259,18:38,49:57,57,80,31:19,65
V260,16:49,38:58,15,80,22:09,79
V261,17:24,74:42,49,80,57:18,61
V262,18:55,39:55,23,80,21:00,73
V263,18:42,41:57,35,80,23:15,84
V264,19:28,50:57,10,80,31:29,60
V265,16:05,43:22,18,80,27:17,59
V266,23:01,83:31,36,80,60:30,57
V267,20:20,46:37,10,80,26:17,90
V268,23:58,28:36,22,80,04:38,75
V269,13:21,79:09,52,80,65:48,88
V270,16:00,82:40,36,80,66:40,66
V271,14:34,17:31,47,80,02:57,76
V272,15:29,28:57,28,80,13:28,75
V273,18:05,49:24,21,80,31:19,79
V274,15:20,24:38,16,80,09:18,68
V275,21:38,34:34,59,80,12:56,41
V276,23:21,32:11,39,80,08:50,43
V277,22:15,45:23,33,80,23:08,88
V278,20:40,50:52,55,80,30:12,95
V279,16:17,40:57,34,80,24:40,80
V280,17:02,61:06,30,80,44:04,53
V281,15:22,37:44,12,80,22:22,68
V282,16:19,36:33,59,80,20:14,50
V283,22:26,61:41,34,80,39:15,39
V284,18:10,58:12,12,80,40:02,100
V285,17:46,54:26,57,80,36:40,68
V286,14:28,27:48,32,80,13:20,90
V287,20:51,49:52,40,80,29:01,50
V288,16:41,57:56,59,80,41:15,48
V289,20:24,30:32,27,80,10:08,63
V290,18:55,76:18,29,80,57:23,98
V291,15:34,77:09,59,80,61:35,94
V292,16:23,47:36,57,80,31:13,46
V293,15:41,34:28,12,80,18:47,64
V294,15:45,40:16,16,80,24:31,52
V295,15:58,61:28,30,80,45:30,91
V296,14:22,110:55,44,80,96:33,58
V297,18:36,116:15,29,80,97:39,47
V298,17:26,90:42,45,80,73:16,68
V299,19:15,48:05,58,80,28:50,89
V300,18:43,32:59,54,80,14:16,52
V301,03:14,19:46,47,80,16:32,50
V302,00:00,25:50,32,80,25:50,98
V303,00:00,55:57,39,80,55:57,69
V304,00:00,60:47,28,80,60:47,52
V305,00:00,16:04,12,80,16:04,97
V306,00:00,04:06,14,80,04:06,50
V307,00:00,20:33,21,80,20:33,50
V308,00:00,03:47,56,80,03:47,67
V309,00:00,25:12,15,80,25:12,39
V310,00:00,27:47,45,80,27:47,94
V311,00:00,07:45,42,80,07:45,44
V312,00:00,56:56,45,80,56:56,53
V313,17:43,23:15,16,80,05:32,77
V314,21:27,37:36,12,80,16:09,80
V315,21:49,37:05,48,80,15:16,85
V316,16:44,33:18,25,80,16:34,77
V317,18:02,32:08,51,80,14:06,53
V318,18:59,36:50,54,80,17:51,90
V319,18:47,25:49,55,80,07:02,52
V320,16:00,29:14,29,80,13:14,54
V321,20:27,36:45,26,80,16:18,47
V322,14:34,23:34,46,80,09:00,41
V323,21:56,35:43,54,80,13:47,87
V324,17:41,29:51,42,80,12:10,76
V325,18:49,36:23,39,80,17:34,60
V326,22:17,32:23,45,80,10:06,55
V327,20:47,32:47,42,80,12:00,82
V328,19:40,31:31,38,80,11:51,65
V329,21:13,35:50,51,80,14:37,100
V330,16:25,30:29,24,80,14:04,54
V331,15:08,29:03,12,80,13:55,99
V332,15:47,27:30,11,80,11:43,73
V333,16:56,33:01,21,80,16:05,39
V334,23:11,35:42,26,80,12:31,83
V335,22:52,35:27,20,80,12:35,71
V336,20:32,32:17,26,80,11:45,59
V337,21:39,34:26,37,80,12:47,71
V338,20:06,31:19,38,80,11:13,83
V339,22:48,35:04,40,80,12:16,97
V340,20:22,29:40,34,80,09:18,74
V341,18:08,28:56,12,80,10:48,74
V342,18:02,29:02,44,80,11:00,99
V343,22:52,36:05,25,80,13:13,66
V344,22:52,33:39,57,80,10:47,97
V345,21:31,35:59,48,80,14:28,48
V346,16:57,31:15,44,80,14:18,99
V347,20:51,32:29,16,80,11:38,53
V348,13:31,34:21,49,80,20:50,58
V349,21:43,30:59,48,80,09:16,94
V350,17:26,32:27,21,80,15:01,44
V351,19:11,33:30,50,80,14:19,92
V352,18:00,30:08,25,80,12:08,71
V353,22:37,31:26,17,80,08:49,92
V354,20:01,34:04,30,80,14:03,61
V355,20:39,35:24,30,80,14:45,62
V356,00:00,08:45,30,80,08:45,86
V357,00:00,11:43,46,80,11:43,99
V358,00:00,06:27,36,80,06:27,58
V359,00:00,06:52,34,80,06:52,64
V360,00:00,14:25,49,80,14:25,95
V361,00:00,14:05,20,80,14:05,82
V362,00:00,04:47,54,80,04:47,42
V363,00:00,04:29,32,80,04:29,41
V364,00:00,03:48,52,80,03:48,70
V365,00:00,15:44,16,80,15:44,90
V366,00:00,03:31,14,80,03:31,42
V367,00:00,14:02,45,80,14:02,85
V368,17:29,45:30,55,80,28:01,55
V369,22:16,50:15,35,80,27:59,64
V370,16:08,44:06,15,80,27:58,69
V371,16:11,44:10,38,80,27:59,66
V372,18:42,46:40,23,80,27:58,79
V373,16:00,30:00,17,80,14:00,45
V374,22:32,36:31,50,80,13:59,73
V375,21:22,49:22,57,80,28:00,48
V376,17:39,31:39,31,80,14:00,51
V377,20:33,48:33,26,80,28:00,59
V378,14:59,42:59,42,80,28:00,83
V379,21:40,35:39,33,80,13:59,53
V380,20:07,48:06,36,80,27:59,50
V381,17:33,45:32,35,80,27:59,85
V382,17:36,31:37,18,80,14:01,41
V383,22:51,36:51,54,80,14:00,95
V384,19:32,47:31,60,80,27:59,82
V385,23:17,37:19,49,80,14:02,62
V386,17:38,45:35,38,80,27:57,52
V387,18:11,46:12,41,80,28:01,90
V388,17:13,45:13,26,80,28:00,75
V389,14:25,42:25,55,80,28:00,79
V390,18:44,46:42,38,80,27:58,53
V391,19:56,33:55,15,80,13:59,71
V392,19:47,47:46,41,80,27:59,62
V393,14:49,28:48,15,80,13:59,84
V394,16:56,44:55,19,80,27:59,60
V395,14:31,42:30,40,80,27:59,98
V396,18:54,46:55,10,80,28:01,98
V397,23:10,37:11,22,80,14:01,53
V398,15:04,29:03,43,80,13:59,39
V399,19:14,47:13,45,80,27:59,64
V400,18:55,32:55,39,80,14:00,75
V401,17:45,31:45,22,80,14:00,76
V402,22:26,50:25,23,80,27:59,85
V403,17:18,45:17,19,80,27:59,43
V404,00:00,11:04,28,80,11:04,54
V405,00:00,09:34,37,80,09:34,78
V406,03:17,17:17,49,80,14:00,84
V407,00:00,06:58,20,80,06:58,69
V408,00:00,08:20,33,80,08:20,97
V409,00:00,10:06,24,80,10:06,39
V410,00:00,07:11,55,80,07:11,56
V411,00:00,18:29,13,80,18:29,49
V412,00:00,20:19,48,80,20:19,44
V413,00:00,09:29,29,80,09:29,94
V414,00:00,25:59,55,80,25:59,69
V415,00:00,13:28,37,80,13:28,83
