EV ID,Time of Arrival,Time of Departure,Initial SOC,Desired SOC,Duration of Stay,Maximum Battery Capacity
V49,07:23,16:23,52,80,09:00,50
V50,09:57,17:02,23,80,07:05,78
V51,08:09,16:39,53,80,08:30,44
V52,08:24,17:09,25,80,08:45,49
V53,08:40,17:19,40,80,08:39,60
V54,08:35,17:16,51,80,08:41,63
V55,05:14,15:35,39,80,10:21,92
V56,08:27,17:50,41,80,09:23,79
V57,09:13,17:56,35,80,08:43,88
V58,05:51,14:29,25,80,08:38,95
V59,06:55,15:57,52,80,09:02,85
V60,08:54,18:19,33,80,09:25,68
V61,08:43,17:56,11,80,09:13,50
V62,07:07,15:31,59,80,08:24,67
V63,08:55,18:33,43,80,09:38,71
V64,09:01,13:19,38,80,04:18,42
V65,09:03,15:11,40,80,06:08,90
V66,10:01,18:27,48,80,08:26,90
V67,09:28,16:41,35,80,07:13,77
V68,07:17,15:43,45,80,08:26,84
V69,09:51,17:43,59,80,07:52,55
V70,07:26,14:53,15,80,07:27,83
V71,06:46,14:50,48,80,08:04,76
V72,07:55,16:54,59,80,08:59,64
V73,06:14,13:25,23,80,07:11,43
V74,10:09,18:25,48,80,08:16,75
V75,09:45,18:24,44,80,08:39,52
V76,08:24,17:40,12,80,09:16,41
V77,08:27,14:00,25,80,05:33,75
V78,10:07,18:27,20,80,08:20,43
V79,09:26,16:38,15,80,07:12,57
V80,08:26,17:52,51,80,09:26,85
V81,08:34,18:06,29,80,09:32,76
V82,09:14,17:00,49,80,07:46,42
V83,05:00,12:26,57,80,07:26,93
V84,08:46,16:54,30,80,08:08,49
V85,08:50,16:30,26,80,07:40,81
V86,09:46,18:45,43,80,08:59,53
V87,08:17,17:38,15,80,09:21,65
V88,10:45,19:36,31,80,08:51,41
V89,05:44,15:59,35,80,10:15,64
V90,09:10,16:59,48,80,07:49,84
V91,05:17,15:20,46,80,10:03,54
V92,07:48,17:50,20,80,10:02,79
V93,08:52,17:22,19,80,08:30,90
V94,09:19,19:05,51,80,09:46,74
V95,06:35,15:06,31,80,08:31,73
V96,10:17,19:33,16,80,09:16,93
V97,08:58,17:33,21,80,08:35,67
V98,07:34,13:25,40,80,05:51,98
V99,07:47,16:26,23,80,08:39,60
V100,09:39,19:24,18,80,09:45,43
V101,08:28,14:07,46,80,05:39,100
V102,08:19,15:22,16,80,07:03,63
V103,08:11,15:06,53,80,06:55,41
V104,06:27,13:13,34,80,06:46,42
V105,07:03,14:11,36,80,07:08,48
V106,11:42,20:18,42,80,08:36,61
V107,09:14,17:38,45,80,08:24,92
V108,06:14,14:20,29,80,08:06,43
V109,09:07,17:12,45,80,08:05,86
V110,14:22,16:22,40,80,02:00,44
V111,07:49,09:49,50,80,02:00,39
V112,16:18,24:23,32,80,08:05,73
V113,05:35,13:41,57,80,08:06,46
V114,06:57,15:01,35,80,08:04,66
V115,08:08,16:14,47,80,08:06,79
V116,12:56,14:54,56,80,01:58,45
V117,11:22,19:28,46,80,08:06,85
V118,06:07,14:11,57,80,08:04,43
V119,10:26,18:35,25,80,08:09,77
V120,16:29,24:34,10,80,08:05,42
V121,11:20,19:26,47,80,08:06,90
V122,08:32,10:32,55,80,02:00,46
V123,10:11,12:12,44,80,02:01,49
V124,07:43,15:49,16,80,08:06,42
V125,08:57,17:04,21,80,08:07,90
V126,10:38,18:42,25,80,08:04,61
V127,09:12,17:17,17,80,08:05,43
V128,07:54,09:53,42,80,01:59,46
V129,08:19,10:20,52,80,02:01,42
V130,16:26,24:32,13,80,08:06,46
V131,06:27,14:33,17,80,08:06,83
V132,09:16,17:21,11,80,08:05,86
V133,05:00,06:58,49,80,01:58,54
V134,06:58,15:05,49,80,08:07,64
V135,04:35,12:40,42,80,08:05,42
V136,09:08,17:13,22,80,08:05,76
V137,08:47,16:54,38,80,08:07,98
V138,12:51,14:51,41,80,02:00,45
V139,15:00,23:03,25,80,08:03,44
V140,08:52,16:57,13,80,08:05,39
V141,10:49,18:55,33,80,08:06,84
V142,16:21,28:42,34,80,12:21,53
V143,19:21,23:29,25,80,04:08,70
V144,16:01,18:44,60,80,02:43,63
V145,18:21,23:39,10,80,05:18,46
V146,09:30,14:17,32,80,04:47,80
V147,21:33,32:52,24,80,11:19,41
V148,11:11,15:51,15,80,04:40,59
V149,17:43,24:52,16,80,07:09,62
V150,17:58,21:03,54,80,03:05,85
V151,15:17,18:57,60,80,03:40,92
V152,13:14,16:15,57,80,03:01,47
V153,15:37,18:37,33,80,03:00,58
V154,19:40,31:44,34,80,12:04,92
V155,14:54,27:15,32,80,12:21,88
V156,16:18,19:06,42,80,02:48,65
V157,16:56,20:30,10,80,03:34,49
V158,15:56,20:02,40,80,04:06,66
V159,16:20,24:09,15,80,07:49,74
V160,12:01,20:13,30,80,08:12,69
V161,13:15,18:40,45,80,05:25,83
V162,13:11,16:53,32,80,03:42,50
V163,17:19,22:54,60,80,05:35,81
V164,15:42,22:43,45,80,07:01,58
V165,14:49,16:26,47,80,01:37,42
V166,17:05,25:40,20,80,08:35,77
V167,08:57,14:00,25,80,05:03,73
V168,15:28,18:54,44,80,03:26,43
V169,20:19,24:04,37,80,03:45,79
V170,13:37,24:36,58,80,10:59,81
V171,17:21,23:11,28,80,05:50,44
V172,10:56,18:05,13,80,07:09,44
V173,17:04,25:29,28,80,08:25,60
V174,10:09,14:29,51,80,04:20,91
V175,15:24,18:20,51,80,02:56,49
V176,15:50,21:56,31,80,06:06,63
V177,12:15,14:57,57,80,02:42,67
V178,14:51,19:06,26,80,04:15,74
V179,17:00,26:52,10,80,09:52,89
V180,15:57,23:31,53,80,07:34,89
V181,12:02,18:53,21,80,06:51,66
V182,19:36,23:23,29,80,03:47,69
V183,10:58,15:38,36,80,04:40,77
V184,15:35,26:06,20,80,10:31,95
V185,04:41,11:20,47,80,06:39,52
V186,12:39,14:46,60,80,02:07,41
V187,15:24,29:57,57,80,14:33,56
V188,11:26,14:14,49,80,02:48,76
V189,15:42,28:04,59,80,12:22,90
V190,10:49,19:25,60,80,08:36,45
V191,10:59,14:47,25,80,03:48,65
V192,09:53,14:12,30,80,04:19,80
V193,17:58,21:14,48,80,03:16,74
V194,07:36,12:48,49,80,05:12,94
V195,15:56,28:19,45,80,12:23,98
V196,13:48,16:48,47,80,03:00,78
V197,16:58,22:07,60,80,05:09,50
V198,14:34,21:33,53,80,06:59,90
V199,17:35,24:41,36,80,07:06,45
V200,16:11,18:46,59,80,02:35,50
V201,16:12,21:25,39,80,05:13,82
V202,11:27,18:12,40,80,06:45,46
V203,10:36,14:44,36,80,04:08,50
V204,14:42,17:07,47,80,02:25,62
V205,11:49,19:45,39,80,07:56,60
V206,19:22,23:31,22,80,04:09,55
V207,06:33,08:15,49,80,01:42,46
V208,17:07,19:52,31,80,02:45,52
V209,13:56,18:48,45,80,04:52,97
V210,14:41,25:35,49,80,10:54,49
V211,12:14,15:13,52,80,02:59,74
V212,14:31,29:17,55,80,14:46,72
V213,19:13,31:45,31,80,12:32,95
V214,16:20,26:30,57,80,10:10,51
V215,20:57,30:04,57,80,09:07,60
V216,03:23,14:12,55,80,10:49,99
V217,12:41,16:47,35,80,04:06,82
V218,11:43,17:44,12,80,06:01,50
V219,05:34,09:55,30,80,04:21,81
V220,06:08,12:26,16,80,06:18,48
V221,13:29,16:44,58,80,03:15,90
V222,15:27,21:00,30,80,05:33,87
V223,09:11,15:36,30,80,06:25,70
V224,19:49,24:20,29,80,04:31,82
V225,17:22,19:05,48,80,01:43,46
V226,03:55,07:30,38,80,03:35,45
V227,04:01,11:04,14,80,07:03,45
V228,22:18,25:04,40,80,02:46,61
V229,10:35,22:06,57,80,11:31,45
V230,23:12,30:28,57,80,07:16,88
V231,00:27,04:08,50,80,03:41,87
V232,10:04,21:51,15,80,11:47,98
V233,07:45,10:15,52,80,02:30,49
V234,06:12,12:09,19,80,05:57,79
V235,17:52,22:02,17,80,04:10,63
V236,06:26,12:50,13,80,06:24,69
V237,08:33,10:47,41,80,02:14,51
V238,06:24,12:26,13,80,06:02,57
V239,00:52,13:40,11,80,12:48,69
V240,21:57,24:11,59,80,02:14,60
V241,19:20,31:01,18,80,11:41,58
V242,10:15,15:20,52,80,05:05,44
V243,01:23,03:52,48,80,02:29,66
V244,19:31,25:04,19,80,05:33,63
V245,08:10,12:05,39,80,03:55,85
V246,20:51,33:27,45,80,12:36,84
V247,13:57,15:54,43,80,01:57,46
V248,18:40,20:45,59,80,02:05,52
V249,15:44,22:37,30,80,06:53,100
V250,04:46,15:18,22,80,10:32,98
V251,17:59,22:18,32,80,04:19,82
V252,16:57,27:38,22,80,10:41,59
V253,12:51,27:15,49,80,14:24,43
V254,21:23,24:26,60,80,03:03,90
V255,11:14,14:49,57,80,03:35,98
V256,11:15,15:52,14,80,04:37,67
V257,19:04,23:33,31,80,04:29,85
V258,11:25,16:04,20,80,04:39,61
V259,12:49,17:34,47,80,04:45,52
V260,18:23,20:41,35,80,02:18,46
V261,14:34,21:01,36,80,06:27,86
V262,09:13,15:43,18,80,06:30,54
V263,14:44,27:03,48,80,12:19,43
V264,09:37,18:45,31,80,09:08,80
V265,16:30,27:21,47,80,10:51,90
V266,04:28,06:11,42,80,01:43,40
V267,17:18,25:27,46,80,08:09,81
V268,11:35,14:08,52,80,02:33,48
V269,14:46,41:48,10,80,27:02,86
V270,15:21,38:11,51,80,22:50,68
V271,12:48,40:53,25,80,28:05,48
V272,15:30,24:43,10,80,09:13,66
V273,15:49,23:16,37,80,07:27,46
V274,13:46,18:49,45,80,05:03,84
V275,13:11,17:44,33,80,04:33,70
V276,14:55,29:27,12,80,14:32,75
V277,13:35,16:42,59,80,03:07,56
V278,09:50,15:19,49,80,05:29,51
V279,21:37,31:55,17,80,10:18,76
V280,13:44,20:14,12,80,06:30,54
V281,12:26,19:17,27,80,06:51,94
V282,22:38,28:30,27,80,05:52,40
V283,12:23,18:04,40,80,05:41,58
V284,12:16,17:27,38,80,05:11,82
V285,07:26,24:33,54,80,17:07,54
V286,21:38,34:26,17,80,12:48,81
V287,17:49,29:09,43,80,11:20,83
V288,18:38,29:56,60,80,11:18,94
V289,17:39,28:34,45,80,10:55,57
V290,22:47,39:57,21,80,17:10,81
V291,16:16,28:58,41,80,12:42,89
V292,20:06,34:48,39,80,14:42,70
V293,20:56,33:49,50,80,12:53,54
V294,16:57,30:57,45,80,14:00,91
V295,17:48,29:58,17,80,12:10,79
V296,19:10,32:41,33,80,13:31,57
V297,19:58,33:23,59,80,13:25,99
V298,19:24,33:43,44,80,14:19,72
V299,16:19,29:52,57,80,13:33,93
V300,17:22,35:02,17,80,17:40,97
V301,18:12,32:07,33,80,13:55,64
V302,17:26,31:05,41,80,13:39,69
V303,17:49,29:40,23,80,11:51,60
V304,18:48,29:33,17,80,10:45,56
V305,20:22,34:00,40,80,13:38,55
V306,18:51,33:19,31,80,14:28,84
V307,17:00,31:28,40,80,14:28,69
V308,19:06,31:23,13,80,12:17,41
V309,17:15,29:25,10,80,12:10,89
V310,18:10,34:37,33,80,16:27,63
V311,17:28,32:22,22,80,14:54,100
V312,17:29,27:13,41,80,09:44,50
V313,18:16,31:44,52,80,13:28,98
V314,17:23,31:57,37,80,14:34,64
V315,16:59,27:45,17,80,10:46,57
V316,18:14,31:33,23,80,13:19,56
V317,18:03,30:01,31,80,11:58,62
V318,19:22,33:01,52,80,13:39,96
V319,23:17,35:08,11,80,11:51,84
V320,18:35,31:56,32,80,13:21,62
V321,16:56,26:50,43,80,09:54,69
V322,19:37,32:05,49,80,12:28,92
V323,17:44,30:13,49,80,12:29,100
V324,16:23,30:20,56,80,13:57,57
V325,17:21,28:27,11,80,11:06,53
V326,18:26,30:53,18,80,12:27,60
V327,20:11,33:04,21,80,12:53,82
V328,17:02,30:00,57,80,12:58,69
V329,19:48,31:17,12,80,11:29,41
V330,19:12,31:12,36,80,12:00,87
V331,17:24,28:08,41,80,10:44,81
V332,16:47,31:50,13,80,15:03,61
V333,20:00,30:49,52,80,10:49,91
V334,19:34,35:46,43,80,16:12,83
V335,20:36,33:08,33,80,12:32,48
V336,17:33,33:02,49,80,15:29,76
V337,18:55,32:44,49,80,13:49,82
V338,16:50,25:43,33,80,08:53,48
V339,15:58,33:22,58,80,17:24,68
V340,16:33,24:22,31,80,07:49,51
V341,17:22,25:57,30,80,08:35,93
V342,20:51,33:37,32,80,12:46,45
V343,00:00,07:32,41,80,07:32,84
V344,00:00,06:54,28,80,06:54,73
V345,00:00,03:26,33,80,03:26,67
V346,00:00,08:53,54,80,08:53,54
V347,00:00,07:53,54,80,07:53,67
V348,00:00,05:08,58,80,05:08,84
V349,00:00,06:08,35,80,06:08,88
V350,00:00,03:57,49,80,03:57,55
V351,00:00,05:40,24,80,05:40,83
V352,00:00,05:06,22,80,05:06,83
V353,00:00,06:24,53,80,06:24,95
V354,00:00,05:42,52,80,05:42,85
V355,00:00,08:30,43,80,08:30,94
V356,00:00,10:59,17,80,10:59,51
V357,00:00,08:04,18,80,08:04,42
V358,00:00,09:50,57,80,09:50,87
V359,00:00,07:54,56,80,07:54,42
V360,00:00,07:53,32,80,07:53,56
V361,00:00,06:02,11,80,06:02,41
V362,00:00,06:30,38,80,06:30,96
V363,17:15,56:01,45,80,38:46,86
V364,17:16,59:29,36,80,42:13,45
V365,16:27,63:08,46,80,46:41,45
V366,17:55,57:35,28,80,39:40,58
V367,19:00,57:30,35,80,38:30,85
V368,13:57,53:53,32,80,39:56,77
V369,15:35,56:16,43,80,40:41,87
V370,19:02,60:39,60,80,41:37,84
V371,18:02,56:21,33,80,38:19,98
V372,22:48,65:30,57,80,42:42,93
V373,14:46,54:35,33,80,39:49,70
V374,17:17,64:24,11,80,47:07,78
V375,16:56,57:16,58,80,40:20,53
V376,23:06,62:43,22,80,39:37,73
V377,19:16,57:04,27,80,37:48,50
V378,15:07,50:14,53,80,35:07,63
V379,19:33,64:57,28,80,45:24,67
V380,17:05,52:43,24,80,35:38,44
V381,18:54,58:52,35,80,39:58,61
V382,16:46,59:33,22,80,42:47,50
V383,17:05,44:44,37,80,27:39,77
V384,16:42,56:12,31,80,39:30,97
V385,15:47,58:48,47,80,43:01,64
V386,21:36,58:50,22,80,37:14,77
V387,16:05,60:33,33,80,44:28,60
V388,00:00,35:37,43,80,35:37,62
V389,00:00,31:13,11,80,31:13,61
V390,00:00,31:57,38,80,31:57,72
V391,00:00,27:00,10,80,27:00,74
V392,00:00,28:35,31,80,28:35,99
V393,00:00,34:10,35,80,34:10,73
V394,00:00,33:35,33,80,33:35,66
V395,00:00,29:33,39,80,29:33,56
V396,18:27,47:16,18,80,28:49,52
V397,15:20,30:28,43,80,15:08,84
V398,16:19,100:04,57,80,83:45,58
V399,18:52,26:07,39,80,07:15,61
V400,17:33,78:50,31,80,61:17,39
V401,18:50,23:44,29,80,04:54,81
V402,18:17,44:16,49,80,25:59,58
V403,20:54,104:24,26,80,83:30,53
V404,18:48,112:38,44,80,93:50,90
V405,16:03,39:34,12,80,23:31,86
V406,16:50,54:24,35,80,37:34,49
V407,19:58,102:59,26,80,83:01,47
V408,17:23,32:44,53,80,15:21,86
V409,21:01,23:09,59,80,02:08,51
V410,17:20,85:04,49,80,67:44,100
V411,22:21,73:00,59,80,50:39,84
V412,17:14,46:05,59,80,28:51,67
V413,18:01,83:59,24,80,65:58,99
V414,15:42,19:19,39,80,03:37,79
V415,15:25,102:11,47,80,86:46,78
V416,17:40,47:48,45,80,30:08,76
V417,18:01,76:18,37,80,58:17,62
V418,17:58,26:54,58,80,08:56,88
V419,16:30,64:13,15,80,47:43,81
V420,17:35,38:53,48,80,21:18,84
V421,16:41,22:23,57,80,05:42,91
V422,18:59,77:04,54,80,58:05,47
V423,19:00,48:40,49,80,29:40,78
V424,18:40,82:41,45,80,64:01,58
V425,19:13,47:24,33,80,28:11,79
V426,22:38,85:06,47,80,62:28,86
V427,18:39,84:54,23,80,66:15,59
V428,16:12,57:18,35,80,41:06,96
V429,16:17,99:52,59,80,83:35,78
V430,00:00,22:46,25,80,22:46,41
V431,00:00,04:10,32,80,04:10,43
V432,00:00,124:58,53,80,124:58,83
V433,00:00,35:12,46,80,35:12,73
V434,00:00,07:36,37,80,07:36,71
V435,00:00,11:57,52,80,11:57,53
V436,00:00,73:40,50,80,73:40,71
V437,00:00,55:01,29,80,55:01,40
V438,00:00,03:26,48,80,03:26,92
V439,00:00,03:38,42,80,03:38,85
V440,00:00,14:04,33,80,14:04,76
V441,15:59,100:36,46,80,84:37,47
V442,15:05,47:28,24,80,32:23,43
V443,13:46,28:44,24,80,14:58,47
V444,21:13,62:02,11,80,40:49,100
V445,16:40,99:51,53,80,83:11,98
V446,20:49,138:59,54,80,118:10,90
V447,21:14,45:58,44,80,24:44,59
V448,14:49,70:47,44,80,55:58,67
V449,22:54,95:01,14,80,72:07,93
V450,23:47,150:46,57,80,126:59,94
V451,19:35,64:28,30,80,44:53,42
V452,17:16,21:27,33,80,04:11,81
V453,18:42,139:21,17,80,120:39,50
V454,18:30,68:37,46,80,50:07,49
V455,16:58,61:08,33,80,44:10,72
V456,22:24,46:09,23,80,23:45,92
V457,20:11,45:10,17,80,24:59,91
V458,14:11,89:28,37,80,75:17,45
V459,19:27,78:02,55,80,58:35,82
V460,14:11,62:55,55,80,48:44,64
V461,15:43,43:43,35,80,28:00,88
V462,19:56,54:11,59,80,34:15,99
V463,16:10,54:21,24,80,38:11,50
V464,16:19,31:05,36,80,14:46,50
V465,20:30,26:59,56,80,06:29,49
V466,18:31,70:28,30,80,51:57,64
V467,14:51,49:23,51,80,34:32,54
V468,15:36,46:38,31,80,31:02,97
V469,18:26,88:05,34,80,69:39,52
V470,19:34,55:15,40,80,35:41,76
V471,13:41,66:13,38,80,52:32,94
V472,19:51,86:39,19,80,66:48,55
V473,00:00,08:11,41,80,08:11,84
V474,00:00,60:46,43,80,60:46,99
V475,00:00,15:59,31,80,15:59,39
V476,00:00,28:12,51,80,28:12,61
V477,00:00,18:27,32,80,18:27,93
V478,00:00,44:23,18,80,44:23,74
V479,00:00,03:02,12,80,03:02,43
V480,00:00,19:27,41,80,19:27,49
V481,00:00,08:46,58,80,08:46,85
V482,00:00,19:26,58,80,19:26,42
V483,16:04,30:17,50,80,14:13,43
V484,15:26,26:53,43,80,11:27,64
V485,21:18,29:25,47,80,08:07,82
V486,19:33,35:25,30,80,15:52,85
V487,22:44,42:00,13,80,19:16,39
V488,15:46,28:13,43,80,12:27,52
V489,16:26,29:34,15,80,13:08,52
V490,19:26,34:13,54,80,14:47,47
V491,19:51,35:02,55,80,15:11,75
V492,16:35,26:53,49,80,10:18,98
V493,17:09,32:08,29,80,14:59,43
V494,19:04,31:41,49,80,12:37,65
V495,16:51,28:24,32,80,11:33,72
V496,18:58,32:42,33,80,13:44,65
V497,18:00,37:09,19,80,19:09,63
V498,22:08,35:22,12,80,13:14,91
V499,17:35,35:33,25,80,17:58,59
V500,19:37,37:17,18,80,17:40,52
V501,23:39,41:09,19,80,17:30,72
V502,17:22,22:34,24,80,05:12,84
V503,18:47,39:50,12,80,21:03,39
V504,16:36,21:43,41,80,05:07,82
V505,19:02,34:18,44,80,15:16,44
V506,15:41,25:40,20,80,09:59,75
V507,14:39,30:20,46,80,15:41,42
V508,17:12,32:54,51,80,15:42,83
V509,23:48,31:42,41,80,07:54,53
V510,17:13,29:33,40,80,12:20,70
V511,16:12,21:22,43,80,05:10,71
V512,15:50,25:22,16,80,09:32,83
V513,23:18,37:07,17,80,13:49,86
V514,18:18,28:51,38,80,10:33,40
V515,00:00,02:12,36,80,02:12,45
V516,03:01,14:18,52,80,11:17,60
V517,00:00,10:58,43,80,10:58,53
V518,00:55,13:25,38,80,12:30,64
V519,00:00,10:09,35,80,10:09,61
V520,00:00,07:05,50,80,07:05,43
V521,00:00,08:21,58,80,08:21,60
V522,00:00,07:13,39,80,07:13,42
V523,00:00,05:22,29,80,05:22,86
V524,00:00,09:08,18,80,09:08,52
V525,18:30,32:29,59,80,13:59,99
V526,13:53,41:51,11,80,27:58,47
V527,20:19,34:19,35,80,14:00,91
V528,16:10,30:07,60,80,13:57,73
V529,22:25,36:24,53,80,13:59,81
V530,15:45,43:45,35,80,28:00,62
V531,18:19,32:19,26,80,14:00,55
V532,18:38,32:37,17,80,13:59,98
V533,17:18,45:17,35,80,27:59,47
V534,22:59,36:58,27,80,13:59,60
V535,19:06,33:05,35,80,13:59,63
V536,12:45,40:45,47,80,28:00,64
V537,15:54,29:54,47,80,14:00,56
V538,22:12,50:11,59,80,27:59,95
V539,22:54,50:53,16,80,27:59,76
V540,22:47,50:45,15,80,27:58,66
V541,22:38,36:39,30,80,14:01,59
V542,18:44,32:47,55,80,14:03,52
V543,14:16,42:17,16,80,28:01,78
V544,13:29,41:29,40,80,28:00,96
V545,18:14,32:15,19,80,14:01,74
V546,15:36,43:36,37,80,28:00,79
V547,16:27,30:27,47,80,14:00,45
V548,14:14,28:13,14,80,13:59,87
V549,16:26,44:26,41,80,28:00,40
V550,19:11,47:11,53,80,28:00,85
V551,20:40,34:40,37,80,14:00,70
V552,15:06,29:05,10,80,13:59,79
V553,20:02,34:00,37,80,13:58,57
V554,15:50,29:50,27,80,14:00,73
V555,16:15,44:13,27,80,27:58,60
V556,22:36,50:34,21,80,27:58,80
V557,15:32,43:33,13,80,28:01,42
V558,19:10,47:10,29,80,28:00,95
V559,00:00,18:59,31,80,18:59,64
V560,00:00,19:20,26,80,19:20,51
V561,00:00,08:28,39,80,08:28,45
V562,00:00,11:24,17,80,11:24,57
V563,00:00,27:06,49,80,27:06,47
V564,00:00,05:24,20,80,05:24,86
V565,00:00,20:01,40,80,20:01,52
V566,00:00,08:48,60,80,08:48,71
V567,00:00,02:32,36,80,02:32,52
V568,00:00,07:04,42,80,07:04,55
V569,00:00,05:35,59,80,05:35,62
