EV ID,Time of Arrival,Time of Departure,Initial SOC,Desired SOC,Duration of Stay,Maximum Battery Capacity
V146,16:40,25:00,42,80,08:20,83
V147,15:57,24:45,15,80,08:48,86
V148,11:23,15:42,38,80,04:19,93
V149,09:00,14:47,33,80,05:47,51
V150,13:15,19:50,46,80,06:35,80
V151,05:15,09:14,56,80,03:59,42
V152,12:37,20:12,10,80,07:35,75
V153,08:33,10:46,48,80,02:13,59
V154,15:24,18:28,48,80,03:04,49
V155,15:49,20:22,34,80,04:33,78
V156,10:57,15:03,42,80,04:06,58
V157,14:13,19:08,55,80,04:55,89
V158,18:07,20:59,42,80,02:52,66
V159,13:09,17:56,45,80,04:47,97
V160,06:06,16:22,29,80,10:16,86
V161,18:25,25:30,21,80,07:05,82
V162,17:18,23:14,21,80,05:56,60
V163,15:51,19:29,31,80,03:38,68
V164,19:08,21:20,35,80,02:12,44
V165,09:57,12:39,37,80,02:42,57
V166,13:51,25:40,20,80,11:49,40
V167,09:45,15:59,33,80,06:14,62
V168,16:14,21:55,59,80,05:41,86
V169,10:23,14:07,35,80,03:44,76
V170,08:27,12:58,26,80,04:31,78
V171,12:56,19:06,15,80,06:10,88
V172,13:41,24:38,18,80,10:57,88
V173,13:03,24:06,49,80,11:03,97
V174,14:33,17:32,50,80,02:59,46
V175,20:28,23:09,16,80,02:41,40
V176,13:49,20:33,18,80,06:44,41
V177,20:09,26:35,15,80,06:26,69
V178,11:58,14:37,51,80,02:39,42
V179,17:05,22:30,29,80,05:25,99
V180,22:57,33:51,43,80,10:54,56
V181,21:48,27:48,40,80,06:00,99
V182,17:19,20:45,57,80,03:26,44
V183,19:29,23:29,25,80,04:00,68
V184,17:22,20:38,51,80,03:16,42
V185,10:58,18:12,23,80,07:14,69
V186,17:27,20:26,54,80,02:59,85
V187,18:28,24:27,39,80,05:59,80
V188,14:16,16:52,57,80,02:36,56
V189,23:19,27:18,17,80,03:59,39
V190,18:55,33:18,30,80,14:23,79
V191,10:55,14:51,24,80,03:56,66
V192,10:35,17:17,36,80,06:42,54
V193,15:51,21:44,45,80,05:53,91
V194,14:49,19:48,48,80,04:59,96
V195,18:58,21:09,48,80,02:11,58
V196,12:51,25:30,53,80,12:39,88
V197,14:12,25:03,23,80,10:51,95
V198,18:52,23:42,45,80,04:50,42
V199,13:50,18:13,47,80,04:23,55
V200,14:32,16:38,57,80,02:06,55
V201,12:57,19:59,59,80,07:02,75
V202,18:14,21:41,51,80,03:27,94
V203,09:08,12:20,51,80,03:12,52
V204,13:27,26:31,15,80,13:04,56
V205,14:00,23:37,11,80,09:37,56
V206,11:56,16:31,55,80,04:35,43
V207,01:52,05:18,46,80,03:26,86
V208,17:18,20:11,44,80,02:53,69
V209,06:49,10:12,45,80,03:23,84
V210,23:05,28:50,21,80,05:45,92
V211,06:40,10:29,49,80,03:49,91
V212,16:55,28:48,26,80,11:53,42
V213,08:32,15:19,14,80,06:47,45
V214,06:30,09:30,46,80,03:00,75
V215,20:52,24:48,38,80,03:56,84
V216,14:03,23:52,38,80,09:49,88
V217,23:38,27:39,41,80,04:01,83
V218,16:20,21:46,27,80,05:26,59
V219,06:57,12:04,24,80,05:07,86
V220,08:20,20:35,30,80,12:15,55
V221,05:12,09:43,45,80,04:31,76
V222,00:04,06:25,38,80,06:21,50
V223,03:03,16:44,47,80,13:41,40
V224,01:29,13:04,57,80,11:35,47
V225,15:05,20:32,19,80,05:27,65
V226,16:02,18:54,46,80,02:52,72
V227,15:20,22:02,44,80,06:42,69
V228,14:15,17:22,20,80,03:07,40
V229,04:11,09:13,28,80,05:02,90
V230,04:14,05:57,48,80,01:43,45
V231,22:48,27:11,24,80,04:23,56
V232,04:01,10:11,60,80,06:10,90
V233,06:17,09:53,11,80,03:36,39
V234,20:34,22:53,43,80,02:19,55
V235,09:23,13:06,18,80,03:43,57
V236,21:55,25:56,34,80,04:01,62
V237,22:39,33:17,19,80,10:38,85
V238,19:53,24:45,44,80,04:52,100
V239,05:39,10:31,59,80,04:52,95
V240,19:06,27:49,57,80,08:43,80
V241,17:57,23:50,48,80,05:53,83
V242,15:33,26:47,34,80,11:14,91
V243,19:47,24:33,59,80,04:46,77
V244,12:52,16:29,58,80,03:37,53
V245,12:52,25:24,25,80,12:32,84
V246,05:02,06:58,48,80,01:56,51
V247,14:16,17:57,60,80,03:41,46
V248,12:36,15:07,47,80,02:31,65
V249,07:34,18:06,38,80,10:32,89
V250,07:49,14:15,12,80,06:26,45
V251,10:43,19:44,15,80,09:01,89
V252,09:24,13:20,12,80,03:56,56
V253,09:43,14:12,28,80,04:29,48
V254,21:36,36:28,47,80,14:52,68
V255,13:16,16:56,47,80,03:40,94
V256,09:49,13:31,46,80,03:42,64
V257,06:33,09:12,36,80,02:39,54
V258,19:38,41:32,30,80,21:54,71
V259,07:09,17:05,20,80,09:56,92
V260,13:56,21:35,24,80,07:39,58
V261,21:20,25:21,23,80,04:01,66
V262,16:46,37:32,29,80,20:46,96
V263,07:20,15:57,15,80,08:37,86
V264,11:54,15:33,43,80,03:39,44
V265,14:15,22:36,45,80,08:21,94
V266,10:08,13:03,42,80,02:55,68
V267,14:45,21:35,29,80,06:50,89
V268,10:24,18:50,14,80,08:26,96
V269,13:03,46:09,18,80,33:06,58
V270,10:43,15:57,22,80,05:14,85
V271,15:33,23:08,41,80,07:35,49
V272,12:33,19:21,31,80,06:48,59
V273,09:33,17:50,53,80,08:17,59
V274,20:31,26:33,41,80,06:02,57
V275,15:34,21:25,41,80,05:51,97
V276,10:05,14:41,59,80,04:36,76
V277,18:25,24:14,54,80,05:49,64
V278,08:55,14:41,16,80,05:46,46
V279,05:23,14:02,59,80,08:39,65
V280,11:52,14:28,60,80,02:36,55
V281,14:55,39:10,42,80,24:15,82
V282,13:25,23:10,19,80,09:45,62
V283,17:56,31:10,54,80,13:14,81
V284,19:02,29:04,40,80,10:02,98
V285,17:37,28:53,14,80,11:16,88
V286,18:43,26:30,59,80,07:47,100
V287,19:18,31:36,18,80,12:18,70
V288,21:34,34:19,26,80,12:45,87
V289,17:32,31:30,44,80,13:58,94
V290,17:17,29:16,58,80,11:59,67
V291,17:25,31:33,34,80,14:08,85
V292,20:12,33:15,16,80,13:03,53
V293,22:54,32:02,38,80,09:08,96
V294,16:05,28:43,43,80,12:38,59
V295,22:31,36:21,41,80,13:50,51
V296,20:00,34:48,12,80,14:48,55
V297,20:10,33:55,21,80,13:45,46
V298,19:48,31:44,56,80,11:56,57
V299,00:00,08:37,19,80,08:37,86
V300,00:00,05:31,29,80,05:31,47
V301,00:00,07:11,13,80,07:11,87
V302,00:00,09:13,50,80,09:13,90
V303,00:00,08:02,51,80,08:02,84
V304,00:00,09:32,22,80,09:32,42
V305,00:00,05:04,31,80,05:04,42
V306,00:00,12:49,42,80,12:49,63
V307,00:00,08:19,10,80,08:19,47
V308,00:00,08:50,37,80,08:50,60
V309,00:00,09:44,59,80,09:44,92
V310,00:00,09:54,51,80,09:54,100
V311,00:00,04:26,36,80,04:26,91
V312,00:00,10:48,55,80,10:48,58
V313,00:00,06:43,22,80,06:43,56
V314,00:00,05:54,52,80,05:54,93
V315,00:00,10:26,29,80,10:26,86
V316,16:48,56:58,20,80,40:10,85
V317,17:46,48:51,42,80,31:05,67
V318,18:10,63:50,22,80,45:40,62
V319,17:58,59:11,59,80,41:13,58
V320,21:06,62:40,59,80,41:34,48
V321,17:23,59:00,58,80,41:37,50
V322,19:59,60:12,47,80,40:13,88
V323,19:01,67:06,30,80,48:05,64
V324,16:58,53:11,26,80,36:13,52
V325,16:49,52:28,54,80,35:39,89
V326,18:12,58:03,16,80,39:51,50
V327,17:03,56:38,57,80,39:35,84
V328,18:53,61:47,59,80,42:54,92
V329,16:46,59:25,16,80,42:39,79
V330,17:01,53:45,18,80,36:44,75
V331,18:18,57:58,53,80,39:40,46
V332,21:12,63:17,10,80,42:05,44
V333,19:37,61:34,47,80,41:57,66
V334,18:21,56:17,13,80,37:56,59
V335,18:03,59:32,60,80,41:29,59
V336,18:25,58:06,20,80,39:41,39
V337,18:27,62:19,59,80,43:52,87
V338,16:14,49:53,36,80,33:39,83
V339,22:56,62:50,42,80,39:54,47
V340,17:13,58:53,41,80,41:40,98
V341,18:34,60:55,34,80,42:21,58
V342,17:36,57:45,21,80,40:09,74
V343,20:38,58:14,35,80,37:36,53
V344,19:16,61:06,38,80,41:50,61
V345,20:24,62:45,18,80,42:21,70
V346,16:04,60:30,23,80,44:26,100
V347,16:37,61:37,54,80,45:00,87
V348,17:12,58:35,39,80,41:23,91
V349,19:55,50:49,29,80,30:54,79
V350,18:00,61:06,37,80,43:06,68
V351,22:59,62:25,60,80,39:26,42
V352,16:58,60:21,46,80,43:23,43
V353,18:00,47:50,13,80,29:50,42
V354,18:42,62:52,40,80,44:10,97
V355,22:44,63:44,12,80,41:00,45
V356,14:36,54:57,45,80,40:21,91
V357,17:16,57:05,31,80,39:49,49
V358,00:00,41:22,30,80,41:22,64
V359,00:00,32:14,20,80,32:14,90
V360,00:00,33:42,52,80,33:42,98
V361,00:00,31:14,57,80,31:14,77
V362,00:00,28:12,55,80,28:12,49
V363,00:00,39:24,25,80,39:24,59
V364,00:00,33:30,30,80,33:30,42
V365,00:00,31:20,59,80,31:20,47
V366,00:00,25:48,11,80,25:48,78
V367,00:00,31:58,35,80,31:58,52
V368,18:28,41:17,22,80,22:49,72
V369,18:37,39:08,60,80,20:31,72
V370,16:31,48:30,45,80,31:59,96
V371,17:42,49:10,53,80,31:28,55
V372,18:48,52:01,21,80,33:13,48
V373,16:52,77:30,10,80,60:38,81
V374,15:05,60:50,15,80,45:45,77
V375,19:00,55:58,21,80,36:58,44
V376,15:13,30:46,47,80,15:33,62
V377,22:29,57:34,29,80,35:05,75
V378,21:25,62:07,19,80,40:42,53
V379,17:28,49:45,18,80,32:17,100
V380,16:59,21:10,43,80,04:11,98
V381,16:27,60:07,52,80,43:40,62
V382,16:36,87:38,54,80,71:02,85
V383,18:40,64:16,42,80,45:36,61
V384,20:13,156:05,58,80,135:52,73
V385,19:35,30:41,23,80,11:06,97
V386,18:03,28:52,15,80,10:49,85
V387,17:29,43:11,31,80,25:42,73
V388,17:13,102:54,14,80,85:41,55
V389,18:31,43:23,60,80,24:52,77
V390,17:51,38:44,45,80,20:53,49
V391,21:09,44:52,31,80,23:43,54
V392,14:55,75:39,38,80,60:44,72
V393,17:13,27:39,18,80,10:26,60
V394,16:50,25:26,55,80,08:36,52
V395,20:35,83:32,11,80,62:57,68
V396,19:46,61:14,32,80,41:28,78
V397,19:01,37:16,58,80,18:15,60
V398,17:07,53:19,24,80,36:12,75
V399,15:22,45:04,48,80,29:42,40
V400,20:47,76:39,21,80,55:52,91
V401,17:08,26:58,24,80,09:50,70
V402,00:00,41:27,37,80,41:27,61
V403,00:00,74:14,49,80,74:14,67
V404,00:00,44:39,57,80,44:39,78
V405,00:00,51:47,43,80,51:47,99
V406,00:00,53:53,46,80,53:53,86
V407,00:00,78:56,11,80,78:56,58
V408,00:00,03:40,47,80,03:40,95
V409,00:00,82:33,42,80,82:33,56
V410,00:00,22:35,55,80,22:35,80
V411,00:00,38:46,58,80,38:46,52
V412,00:00,07:38,45,80,07:38,56
V413,17:16,37:01,29,80,19:45,98
V414,21:10,109:52,34,80,88:42,79
V415,16:37,66:53,28,80,50:16,45
V416,22:58,84:28,59,80,61:30,65
V417,20:18,87:37,23,80,67:19,42
V418,16:36,98:26,41,80,81:50,100
V419,15:06,37:08,51,80,22:02,82
V420,21:03,38:08,48,80,17:05,85
V421,15:51,93:13,44,80,77:22,51
V422,18:58,53:48,34,80,34:50,51
V423,19:31,58:29,30,80,38:58,92
V424,16:06,49:17,32,80,33:11,73
V425,20:16,61:12,28,80,40:56,61
V426,16:53,56:07,41,80,39:14,51
V427,17:08,30:28,47,80,13:20,64
V428,17:09,42:29,12,80,25:20,78
V429,18:27,33:39,48,80,15:12,95
V430,16:45,60:39,25,80,43:54,57
V431,16:03,54:13,54,80,38:10,92
V432,15:18,76:08,20,80,60:50,58
V433,18:37,45:41,11,80,27:04,84
V434,18:30,79:21,14,80,60:51,48
V435,16:26,69:26,23,80,53:00,100
V436,15:30,69:03,60,80,53:33,90
V437,18:57,31:41,28,80,12:44,66
V438,23:06,58:23,20,80,35:17,74
V439,19:01,42:35,57,80,23:34,96
V440,20:08,56:59,38,80,36:51,49
V441,15:52,72:24,52,80,56:32,92
V442,16:13,36:29,34,80,20:16,61
V443,17:57,46:00,34,80,28:03,65
V444,14:49,18:53,20,80,04:04,64
V445,19:39,63:29,30,80,43:50,81
V446,22:02,54:08,31,80,32:06,61
V447,17:11,33:48,40,80,16:37,83
V448,19:34,153:26,59,80,133:52,42
V449,17:02,46:39,22,80,29:37,100
V450,18:45,83:24,31,80,64:39,59
V451,16:23,26:49,27,80,10:26,69
V452,15:23,103:33,16,80,88:10,88
V453,16:14,72:02,36,80,55:48,54
V454,20:36,135:58,13,80,115:22,100
V455,16:08,39:56,32,80,23:48,39
V456,15:13,32:43,13,80,17:30,76
V457,16:49,55:57,23,80,39:08,84
V458,00:00,04:49,53,80,04:49,83
V459,00:00,17:59,35,80,17:59,61
V460,00:24,05:28,29,80,05:04,92
V461,00:00,29:32,14,80,29:32,79
V462,00:00,17:43,56,80,17:43,96
V463,00:00,10:14,19,80,10:14,97
V464,00:00,10:35,14,80,10:35,65
V465,00:00,25:55,41,80,25:55,71
V466,00:00,26:38,10,80,26:38,63
V467,00:35,12:26,24,80,11:51,63
V468,23:37,39:01,18,80,15:24,42
V469,16:51,32:11,33,80,15:20,85
V470,15:48,30:00,21,80,14:12,89
V471,18:27,34:23,43,80,15:56,43
V472,19:21,34:43,32,80,15:22,96
V473,17:16,30:04,24,80,12:48,91
V474,15:09,29:52,49,80,14:43,57
V475,22:31,38:14,54,80,15:43,41
V476,16:42,28:55,60,80,12:13,96
V477,20:06,33:59,51,80,13:53,48
V478,17:52,26:06,18,80,08:14,79
V479,17:08,29:25,59,80,12:17,76
V480,16:53,26:38,58,80,09:45,61
V481,17:55,29:54,60,80,11:59,82
V482,19:09,30:15,44,80,11:06,65
V483,17:00,32:44,22,80,15:44,82
V484,20:38,33:32,58,80,12:54,49
V485,20:44,33:47,21,80,13:03,69
V486,14:58,23:50,55,80,08:52,79
V487,16:55,35:02,54,80,18:07,50
V488,18:08,27:15,37,80,09:07,82
V489,16:33,31:09,45,80,14:36,49
V490,17:03,24:51,12,80,07:48,58
V491,21:57,36:25,20,80,14:28,66
V492,15:30,26:05,33,80,10:35,57
V493,15:43,25:29,60,80,09:46,60
V494,17:41,32:41,13,80,15:00,87
V495,16:20,20:45,41,80,04:25,54
V496,20:22,34:23,56,80,14:01,61
V497,20:01,36:44,22,80,16:43,64
V498,19:29,32:39,52,80,13:10,90
V499,18:22,27:19,16,80,08:57,48
V500,17:36,34:19,23,80,16:43,91
V501,16:20,24:55,29,80,08:35,63
V502,15:18,31:16,21,80,15:58,46
V503,21:55,34:15,47,80,12:20,39
V504,21:31,32:28,24,80,10:57,90
V505,15:18,28:17,34,80,12:59,45
V506,20:33,34:57,19,80,14:24,55
V507,15:12,27:41,19,80,12:29,57
V508,16:07,34:51,35,80,18:44,82
V509,22:36,33:23,19,80,10:47,59
V510,18:31,31:33,56,80,13:02,93
V511,14:25,32:06,50,80,17:41,57
V512,19:35,34:09,42,80,14:34,57
V513,00:00,06:13,52,80,06:13,47
V514,00:00,06:46,25,80,06:46,72
V515,00:39,12:03,29,80,11:24,74
V516,00:00,11:11,47,80,11:11,89
V517,00:12,18:15,47,80,18:03,71
V518,00:00,05:48,20,80,05:48,54
V519,00:00,11:33,36,80,11:33,89
V520,00:00,07:18,60,80,07:18,80
V521,00:00,06:55,11,80,06:55,93
V522,00:00,15:41,23,80,15:41,81
V523,16:20,44:18,11,80,27:58,48
V524,23:17,51:15,47,80,27:58,62
V525,19:59,33:58,41,80,13:59,85
V526,18:40,46:40,19,80,28:00,76
V527,20:12,34:11,22,80,13:59,50
V528,18:13,32:11,20,80,13:58,81
V529,22:03,36:01,15,80,13:58,92
V530,18:37,46:35,30,80,27:58,54
V531,16:51,44:51,52,80,28:00,72
V532,16:07,44:05,28,80,27:58,77
V533,20:20,34:19,34,80,13:59,88
V534,18:02,46:01,59,80,27:59,86
V535,18:50,46:49,53,80,27:59,78
V536,23:24,51:24,11,80,28:00,46
V537,19:25,47:25,29,80,28:00,39
V538,20:18,34:19,44,80,14:01,52
V539,22:27,36:26,59,80,13:59,39
V540,23:57,37:57,11,80,14:00,65
V541,16:02,44:01,41,80,27:59,97
V542,16:38,30:38,18,80,14:00,100
V543,17:08,31:09,56,80,14:01,99
V544,18:41,46:40,19,80,27:59,83
V545,20:37,34:34,41,80,13:57,50
V546,20:04,34:02,22,80,13:58,99
V547,22:07,50:06,45,80,27:59,82
V548,15:38,29:38,48,80,14:00,73
V549,18:36,32:35,44,80,13:59,66
V550,19:59,34:00,56,80,14:01,62
V551,18:23,32:23,59,80,14:00,71
V552,20:53,48:52,36,80,27:59,52
V553,13:38,27:37,29,80,13:59,65
V554,18:04,32:05,60,80,14:01,89
V555,17:05,45:03,35,80,27:58,39
V556,17:39,45:39,17,80,28:00,84
V557,16:20,44:21,33,80,28:01,54
V558,21:20,35:19,11,80,13:59,82
V559,00:00,12:30,43,80,12:30,69
V560,00:00,06:44,29,80,06:44,76
V561,00:00,24:29,34,80,24:29,94
V562,00:00,23:32,46,80,23:32,39
V563,00:00,24:04,40,80,24:04,53
V564,00:00,18:44,23,80,18:44,85
V565,00:00,04:54,32,80,04:54,78
V566,00:00,24:22,36,80,24:22,64
V567,00:00,26:12,33,80,26:12,40
V568,00:00,22:49,12,80,22:49,92
V569,00:00,07:12,25,80,07:12,42
