EV ID,Time of Arrival,Time of Departure,Initial SOC,Desired SOC,Duration of Stay,Maximum Battery Capacity
V419,15:37,101:02,58,80,85:25,53
V420,16:17,34:57,14,80,18:40,89
V421,20:51,77:11,26,80,56:20,89
V422,17:17,132:58,48,80,115:41,90
V423,17:14,70:43,21,80,53:29,69
V424,16:50,21:33,40,80,04:43,58
V425,17:24,37:28,26,80,20:04,63
V426,21:48,87:37,47,80,65:49,85
V427,18:39,113:36,16,80,94:57,75
V428,19:33,27:52,30,80,08:19,91
V429,17:12,51:59,19,80,34:47,71
V430,20:03,51:00,55,80,30:57,74
V431,16:25,81:58,43,80,65:33,64
V432,20:33,67:00,24,80,46:27,90
V433,18:21,101:13,31,80,82:52,72
V434,18:33,67:03,44,80,48:30,82
V435,17:38,44:45,35,80,27:07,50
V436,17:53,43:40,12,80,25:47,53
V437,16:04,77:41,34,80,61:37,58
V438,16:49,78:28,20,80,61:39,69
V439,00:00,56:14,35,80,56:14,77
V440,00:00,18:04,14,80,18:04,97
V441,00:00,70:32,37,80,70:32,96
V442,00:00,11:59,13,80,11:59,93
V443,00:00,48:14,60,80,48:14,70
V444,00:00,103:00,16,80,103:00,67
V445,00:00,45:09,44,80,45:09,90
V446,00:00,56:09,30,80,56:09,70
V447,00:00,39:42,17,80,39:42,81
V448,00:00,125:39,30,80,125:39,83
V449,00:00,17:32,47,80,17:32,76
V450,17:22,64:37,27,80,47:15,58
V451,16:19,41:20,34,80,25:01,44
V452,17:34,94:25,20,80,76:51,72
V453,16:26,46:55,14,80,30:29,89
V454,20:43,50:50,33,80,30:07,74
V455,12:45,21:26,30,80,08:41,71
V456,15:05,31:32,36,80,16:27,41
V457,16:28,48:05,52,80,31:37,57
V458,15:37,58:31,48,80,42:54,83
V459,16:16,38:22,20,80,22:06,47
V460,19:16,106:19,47,80,87:03,78
V461,20:46,59:32,43,80,38:46,46
V462,20:15,52:58,44,80,32:43,42
V463,16:15,27:37,31,80,11:22,50
V464,23:58,28:48,35,80,04:50,73
V465,15:10,44:36,19,80,29:26,46
V466,15:06,31:17,45,80,16:11,46
V467,16:52,80:51,32,80,63:59,54
V468,14:03,71:05,29,80,57:02,96
V469,18:30,53:58,16,80,35:28,95
V470,17:49,30:40,58,80,12:51,82
V471,20:06,100:24,16,80,80:18,75
V472,21:03,72:27,47,80,51:24,39
V473,21:13,50:20,34,80,29:07,57
V474,17:07,31:33,26,80,14:26,56
V475,16:19,96:14,58,80,79:55,56
V476,14:49,47:40,19,80,32:51,88
V477,18:33,32:39,22,80,14:06,53
V478,21:57,100:58,30,80,79:01,62
V479,23:35,33:22,37,80,09:47,58
V480,21:16,47:42,54,80,26:26,56
V481,13:49,36:40,18,80,22:51,98
V482,00:00,36:38,22,80,36:38,63
V483,00:00,33:25,47,80,33:25,90
V484,00:00,17:14,22,80,17:14,73
V485,00:00,38:31,54,80,38:31,53
V486,00:00,07:00,50,80,07:00,55
V487,00:00,09:27,22,80,09:27,98
V488,00:00,45:04,39,80,45:04,65
V489,04:14,65:58,22,80,61:44,43
V490,00:00,13:21,47,80,13:21,58
V491,00:00,71:24,23,80,71:24,44
V492,17:36,25:56,40,80,08:20,59
V493,19:06,28:33,55,80,09:27,67
V494,13:47,24:21,12,80,10:34,72
V495,18:22,36:34,27,80,18:12,91
V496,22:02,38:52,40,80,16:50,98
V497,19:14,33:09,51,80,13:55,80
V498,21:04,37:18,47,80,16:14,52
V499,17:12,30:31,30,80,13:19,50
V500,14:42,30:44,54,80,16:02,62
V501,18:57,32:05,11,80,13:08,69
V502,16:12,25:00,18,80,08:48,93
V503,18:14,31:20,60,80,13:06,78
V504,15:04,28:29,27,80,13:25,99
V505,18:44,35:07,18,80,16:23,81
V506,19:17,33:46,41,80,14:29,78
V507,18:47,23:41,19,80,04:54,48
V508,16:08,28:52,17,80,12:44,45
V509,18:01,27:43,19,80,09:42,47
V510,22:18,36:41,58,80,14:23,82
V511,21:28,34:20,14,80,12:52,64
V512,18:51,30:50,31,80,11:59,84
V513,19:50,32:41,55,80,12:51,55
V514,16:58,31:00,36,80,14:02,85
V515,18:26,35:56,10,80,17:30,95
V516,17:06,31:11,10,80,14:05,41
V517,19:02,33:23,21,80,14:21,85
V518,18:07,32:10,41,80,14:03,81
V519,16:27,37:20,40,80,20:53,73
V520,16:01,25:25,53,80,09:24,67
V521,18:52,31:13,30,80,12:21,99
V522,16:33,25:53,34,80,09:20,55
V523,17:35,35:05,34,80,17:30,51
V524,00:00,13:06,18,80,13:06,96
V525,00:00,06:41,48,80,06:41,50
V526,00:00,02:08,60,80,02:08,45
V527,00:00,16:23,58,80,16:23,79
V528,00:00,09:21,12,80,09:21,53
V529,00:00,06:30,48,80,06:30,90
V530,00:00,13:44,36,80,13:44,52
V531,00:10,10:22,60,80,10:12,42
V532,00:00,04:42,26,80,04:42,82
V533,00:00,03:07,33,80,03:07,61
V534,18:02,46:02,37,80,28:00,50
V535,20:36,48:36,15,80,28:00,40
V536,22:32,50:31,47,80,27:59,59
V537,16:59,30:59,35,80,14:00,69
V538,14:54,28:54,39,80,14:00,42
V539,16:59,30:59,29,80,14:00,61
V540,22:35,50:33,53,80,27:58,59
V541,18:39,32:38,47,80,13:59,67
V542,20:14,34:17,60,80,14:03,72
V543,20:23,48:22,35,80,27:59,86
V544,17:50,45:50,13,80,28:00,49
V545,21:44,35:42,48,80,13:58,41
V546,15:47,43:47,12,80,28:00,68
V547,14:19,42:18,22,80,27:59,68
V548,22:42,36:41,59,80,13:59,79
V549,17:05,45:03,26,80,27:58,52
V550,16:43,30:42,32,80,13:59,59
V551,18:08,32:07,21,80,13:59,99
V552,20:57,34:56,27,80,13:59,41
V553,21:24,49:26,34,80,28:02,39
V554,12:54,40:53,28,80,27:59,83
V555,14:54,28:53,50,80,13:59,76
V556,22:11,50:12,57,80,28:01,56
V557,18:59,32:57,45,80,13:58,61
V558,19:07,47:06,12,80,27:59,58
V559,15:50,29:50,49,80,14:00,47
V560,15:38,43:38,57,80,28:00,40
V561,20:31,34:30,50,80,13:59,73
V562,19:26,33:25,25,80,13:59,48
V563,15:18,43:19,43,80,28:01,67
V564,18:42,46:42,29,80,28:00,53
V565,22:24,36:22,55,80,13:58,62
V566,18:04,46:03,18,80,27:59,62
V567,19:09,47:09,34,80,28:00,89
V568,00:00,23:05,15,80,23:05,71
V569,00:00,08:34,37,80,08:34,93
V570,02:35,16:33,58,80,13:58,68
V571,00:00,05:39,33,80,05:39,76
V572,01:43,15:44,20,80,14:01,61
V573,00:00,06:54,30,80,06:54,86
V574,00:00,21:36,56,80,21:36,75
V575,00:00,10:44,48,80,10:44,100
V576,02:26,16:27,56,80,14:01,84
V577,00:00,26:29,19,80,26:29,92
V578,00:18,14:19,52,80,14:01,88
